psnr,ssim,dist
0.251961,0.975979,0.144060
0.223932,0.968941,0.191961
0.209798,0.957303,0.229470
0.193150,0.939288,0.231309
0.045633,0.868730,0.139685
0.035858,0.726395,0.244333
0.032239,0.630093,0.321157
0.028200,0.478770,0.430289
0.025403,0.362715,0.528063
0.034444,0.816961,0.161839
0.029191,0.906464,0.104493
0.022525,0.969620,0.046160
0.022525,0.970037,0.070990
0.030392,0.877411,0.228516
1.000000,1.000000,0.000002
0.192716,0.993475,0.012983
0.116170,0.941790,0.118249
0.082219,0.826159,0.316258
0.056132,0.601590,0.523584
0.148227,0.977299,0.039824
0.107328,0.919126,0.151805
0.076785,0.774321,0.352811
0.064053,0.660424,0.444478
0.057262,0.585573,0.500724
1.000000,1.000000,0.000002
0.171376,0.986666,0.021098
0.117708,0.942028,0.130176
0.104555,0.903586,0.180106
0.077826,0.773503,0.324870
0.111595,0.956331,0.074285
0.018616,0.430191,0.471340
0.018474,0.254366,0.631398
0.018360,0.217286,0.681190
0.018585,0.175521,0.731830
0.202895,0.988858,0.015433
0.167013,0.957307,0.104573
0.157947,0.946100,0.139903
0.152571,0.941018,0.148760
0.147105,0.934440,0.176813
0.054642,0.677830,0.133757
0.053012,0.648103,0.154293
0.046044,0.596045,0.173541
0.041303,0.504809,0.228401
0.026194,0.379875,0.310935
0.041456,0.880978,0.297564
0.027917,0.828939,0.486633
0.026586,0.801493,0.565503
0.025897,0.773473,0.590915
0.019133,0.669964,0.539885
1.000000,1.000000,0.000002
0.030007,0.589167,0.283903
0.018398,0.420561,0.423054
0.018691,0.275580,0.527294
0.017136,0.248625,0.557201
0.173286,0.972741,0.034502
0.114330,0.937712,0.072547
0.097587,0.914155,0.113388
0.067159,0.803494,0.279386
0.044115,0.628670,0.471437
0.098845,0.917619,0.044144
0.094235,0.908497,0.052894
0.083881,0.881770,0.114787
0.050247,0.753845,0.330038
0.036754,0.668322,0.481216
0.066413,0.708857,0.125901
0.048835,0.586903,0.165218
0.041877,0.513827,0.199018
0.035156,0.423011,0.237330
0.028650,0.309058,0.309256
0.109057,0.850563,0.064535
0.051633,0.606301,0.168878
0.039686,0.484546,0.215615
0.031825,0.364917,0.283338
0.028416,0.299971,0.319147
0.427539,0.975126,0.082507
0.332983,0.876468,0.169841
0.291038,0.773847,0.204733
0.252156,0.619512,0.256610
0.226606,0.488322,0.298775
0.133319,0.928128,0.030466
0.068158,0.768872,0.122750
0.053498,0.662171,0.173060
0.042098,0.542931,0.236024
0.031863,0.379644,0.310774
0.060010,0.846331,0.150737
0.049930,0.739463,0.260277
0.040026,0.657513,0.302842
0.032279,0.498298,0.382156
0.029767,0.372270,0.442923
0.024905,0.986802,0.013041
0.026301,0.956907,0.036596
0.016155,0.864645,0.102169
0.011541,0.682416,0.206463
0.027472,0.477340,0.371868
0.110522,0.996951,0.004982
0.026032,0.987361,0.015099
0.024255,0.946315,0.049239
0.019767,0.748937,0.135485
0.013943,0.217066,0.363339
0.026044,0.952496,0.054466
0.045820,0.984325,0.023740
1.000000,1.000000,0.000002
0.025258,0.916939,0.030572
0.026319,0.755045,0.083765
0.080871,0.983312,0.020245
0.039059,0.946220,0.071956
0.038272,0.919776,0.094269
0.039585,0.804675,0.264852
0.038988,0.642957,0.433004
0.264864,0.980345,0.047794
0.233828,0.967538,0.072268
0.197896,0.940266,0.096830
0.191987,0.939851,0.103666
0.170010,0.902034,0.153329
0.122025,0.921464,0.058635
0.114158,0.900700,0.082343
0.115102,0.904028,0.080384
0.106864,0.885046,0.101845
0.081522,0.749019,0.246570
0.074552,0.930154,0.118165
0.051133,0.909833,0.150185
0.043541,0.887083,0.164393
0.036378,0.845019,0.193029
0.028092,0.785414,0.221857
0.301441,0.991514,0.073818
0.252755,0.982665,0.135102
0.231462,0.970607,0.168052
0.209277,0.954721,0.221356
0.196098,0.943509,0.292799
0.075393,0.905752,0.145519
0.058608,0.794644,0.270806
0.051389,0.702946,0.338664
0.039697,0.511789,0.455873
0.029790,0.315566,0.564662
0.031237,0.726327,0.143868
0.027170,0.861860,0.089104
0.020507,0.958583,0.042828
0.020507,0.970549,0.062761
0.029104,0.896673,0.187627
1.000000,1.000000,0.000003
0.104120,0.967436,0.044525
0.061064,0.739432,0.239274
0.047269,0.487934,0.478803
0.037423,0.253172,0.721913
0.075388,0.882270,0.112432
0.056853,0.651950,0.284524
0.044802,0.402290,0.519745
0.039870,0.286223,0.630803
0.037430,0.230957,0.695565
1.000000,1.000000,0.000003
0.088541,0.909164,0.070332
0.073066,0.813294,0.262480
0.058839,0.670320,0.366242
0.046539,0.471682,0.525795
0.137679,0.983934,0.100114
0.051844,0.858126,0.280111
0.032461,0.686835,0.400630
0.028142,0.609825,0.446904
0.024128,0.502597,0.524250
0.171221,0.972354,0.057385
0.141258,0.920022,0.236683
0.136006,0.915336,0.319721
0.137893,0.922574,0.317753
0.129109,0.917198,0.390880
0.077048,0.881472,0.044837
0.069741,0.866689,0.054502
0.058534,0.823566,0.087434
0.043799,0.732220,0.153170
0.037509,0.649428,0.262404
0.089660,0.971117,0.180041
0.075837,0.955204,0.286324
0.073491,0.946527,0.330235
0.072739,0.938266,0.353993
0.033941,0.901909,0.335639
1.000000,1.000000,0.000003
0.079657,0.925173,0.189339
0.056343,0.850043,0.252510
0.035859,0.679304,0.354799
0.030949,0.569629,0.438187
0.090032,0.929035,0.065723
0.059870,0.822039,0.190755
0.053670,0.749543,0.279270
0.042820,0.564549,0.477556
0.034052,0.364650,0.642090
0.066578,0.876486,0.071171
0.063671,0.862152,0.079862
0.057052,0.820170,0.122828
0.040829,0.637278,0.317494
0.035529,0.539394,0.445275
0.067574,0.844512,0.077539
0.049857,0.760926,0.133361
0.042941,0.702527,0.167186
0.036286,0.623603,0.218988
0.029920,0.505414,0.305031
0.110015,0.924865,0.033255
0.052753,0.772306,0.116903
0.040817,0.673751,0.174769
0.032971,0.561040,0.252694
0.029717,0.490657,0.323581
0.439487,0.983604,0.017477
0.334724,0.914841,0.079793
0.292371,0.843849,0.149485
0.252533,0.723199,0.240526
0.227564,0.622938,0.296619
0.147361,0.955726,0.016222
0.081301,0.870244,0.066970
0.065216,0.815504,0.100800
0.052349,0.750236,0.137753
0.041087,0.644218,0.219435
0.041837,0.743295,0.188481
0.033993,0.615109,0.308144
0.032041,0.546744,0.367664
0.026345,0.412856,0.512041
0.024988,0.339058,0.611674
0.036662,0.988555,0.014769
0.026192,0.960158,0.036996
0.021137,0.874171,0.094899
0.016162,0.711471,0.202904
0.024699,0.508718,0.319073
0.119178,0.996460,0.005848
0.035902,0.985095,0.017904
0.028305,0.935327,0.048825
0.019915,0.704047,0.137423
0.018231,0.218266,0.436982
0.035667,0.971082,0.046069
0.058669,0.991737,0.016006
1.000000,1.000000,0.000003
0.033524,0.874973,0.057525
0.022902,0.712369,0.132657
0.039116,0.946063,0.056176
0.027243,0.882508,0.130075
0.028420,0.784646,0.233931
0.024341,0.485661,0.539555
0.024592,0.300574,0.716433
0.257142,0.974773,0.059317
0.211653,0.948030,0.065644
0.186021,0.921129,0.084423
0.174982,0.905275,0.120487
0.161153,0.879406,0.104450
0.082686,0.712643,0.107303
0.074131,0.644270,0.142027
0.078957,0.673346,0.143383
0.072704,0.628219,0.199312
0.053569,0.380374,0.374403
0.072238,0.937757,0.047390
0.047444,0.917666,0.060311
0.044108,0.895066,0.076711
0.034095,0.855524,0.104983
0.031198,0.813288,0.146423
0.289893,0.987053,0.076237
0.249611,0.974558,0.109545
0.226174,0.962512,0.169556
0.208552,0.951078,0.197299
0.193386,0.943177,0.179874
0.046006,0.833238,0.177011
0.036011,0.682590,0.267889
0.032566,0.584303,0.317053
0.028491,0.431835,0.401097
0.025494,0.323468,0.490673
0.033713,0.698621,0.171343
0.025472,0.828744,0.101919
0.014280,0.947830,0.049007
0.014280,0.963968,0.068380
0.028286,0.875320,0.158546
1.000000,1.000000,0.000002
0.126090,0.975956,0.036459
0.079104,0.810205,0.185652
0.063043,0.616236,0.319766
0.046906,0.417646,0.491149
0.095634,0.913571,0.090591
0.073652,0.743214,0.214220
0.059459,0.548845,0.340331
0.052314,0.454465,0.406789
0.047457,0.403221,0.459655
1.000000,1.000000,0.000002
0.104978,0.942861,0.064010
0.080158,0.827772,0.178037
0.069962,0.719733,0.282647
0.067789,0.682649,0.352352
0.196858,0.986774,0.071332
0.045618,0.804786,0.305794
0.032930,0.659421,0.431728
0.030695,0.608703,0.496111
0.026701,0.538236,0.561658
0.174626,0.967847,0.055325
0.163985,0.944764,0.170694
0.158868,0.936554,0.253852
0.156529,0.935108,0.273316
0.154444,0.935820,0.297448
0.095588,0.871741,0.057339
0.078333,0.843579,0.070034
0.065614,0.801472,0.094909
0.053471,0.726654,0.143410
0.029502,0.440293,0.258320
0.069883,0.960745,0.148103
0.058235,0.938810,0.224215
0.057663,0.926625,0.261037
0.057513,0.914153,0.285129
0.036618,0.869249,0.302513
1.000000,1.000000,0.000002
0.063456,0.883496,0.143839
0.044785,0.777638,0.242791
0.033810,0.618356,0.387746
0.028917,0.520370,0.453582
0.125760,0.943993,0.076136
0.075034,0.840782,0.176242
0.065126,0.785984,0.240931
0.052708,0.629138,0.338141
0.043787,0.460507,0.507461
0.079680,0.887376,0.079180
0.076134,0.872595,0.086550
0.068072,0.830851,0.127378
0.043847,0.629348,0.374974
0.036434,0.503387,0.500852
0.068151,0.788450,0.072542
0.050411,0.676451,0.115255
0.043407,0.602118,0.166047
0.036755,0.505039,0.224981
0.030422,0.373057,0.312028
0.110529,0.897566,0.028754
0.053344,0.692890,0.105302
0.041201,0.568315,0.192166
0.033463,0.437652,0.256887
0.030159,0.363039,0.323165
0.429117,0.978858,0.027541
0.335873,0.899657,0.088262
0.292359,0.811414,0.159242
0.251408,0.663979,0.252294
0.228857,0.548303,0.313569
0.127942,0.902706,0.024268
0.073843,0.758010,0.084944
0.061436,0.684759,0.133056
0.050567,0.612580,0.166389
0.040029,0.509098,0.223508
0.046902,0.732801,0.216610
0.037254,0.597580,0.304422
0.032398,0.539877,0.344382
0.027516,0.411337,0.459239
0.025545,0.323811,0.504699
0.044396,0.988064,0.010334
0.029176,0.958631,0.028973
0.022742,0.866334,0.076029
0.016664,0.694801,0.177515
0.025523,0.524748,0.280628
0.128533,0.996265,0.005021
0.045210,0.984785,0.014908
0.029373,0.934623,0.047143
0.021095,0.708241,0.132885
0.019293,0.293668,0.401236
0.040612,0.950438,0.046854
0.057955,0.982449,0.018071
1.000000,1.000000,0.000002
0.038714,0.847230,0.070076
0.027917,0.665785,0.164042
0.049079,0.966672,0.034644
0.028487,0.936630,0.067931
0.027385,0.835460,0.125011
0.025318,0.619905,0.275494
0.025971,0.457914,0.422694
0.251596,0.977790,0.025489
0.212131,0.953427,0.048144
0.189860,0.935720,0.049061
0.171427,0.911763,0.068006
0.166856,0.905764,0.069307
0.084311,0.758692,0.078328
0.077827,0.702475,0.109262
0.083293,0.727268,0.140815
0.077192,0.707545,0.117143
0.059256,0.510161,0.279647
0.073310,0.930075,0.046983
0.048629,0.898981,0.066096
0.043961,0.864430,0.086405
0.035597,0.805397,0.115997
0.029185,0.727561,0.167097
0.291745,0.987395,0.118524
0.246949,0.977614,0.220422
0.226043,0.968625,0.199118
0.206986,0.952855,0.236665
0.196272,0.933857,0.347663
0.057245,0.856686,0.130109
0.041542,0.708460,0.207416
0.035605,0.599343,0.251817
0.029291,0.408738,0.338845
0.025762,0.267457,0.435692
0.032478,0.636584,0.200473
0.026375,0.797122,0.119466
0.015323,0.938583,0.053106
0.015323,0.960824,0.055558
0.029093,0.870732,0.146653
1.000000,1.000000,0.000003
0.117524,0.971992,0.032136
0.054799,0.776905,0.164836
0.041028,0.522737,0.392959
0.028456,0.268633,0.625975
0.079198,0.900802,0.072361
0.050436,0.694733,0.204635
0.038371,0.429605,0.434396
0.032746,0.306532,0.525432
0.029351,0.243718,0.601140
1.000000,1.000000,0.000003
0.111642,0.951933,0.052389
0.062728,0.776302,0.169203
0.051578,0.668022,0.259850
0.046219,0.566354,0.416357
0.141652,0.976713,0.090891
0.034151,0.801374,0.342883
0.022893,0.602618,0.502486
0.022203,0.518037,0.543243
0.020755,0.395914,0.594136
0.149026,0.955642,0.069409
0.137023,0.920964,0.166230
0.142923,0.946227,0.218258
0.124273,0.907146,0.308798
0.122695,0.909555,0.329893
0.044200,0.847963,0.084490
0.042032,0.818931,0.099624
0.040899,0.778527,0.135489
0.030384,0.663861,0.198758
0.025128,0.552294,0.305164
0.065829,0.947210,0.225392
0.052913,0.923956,0.313886
0.051254,0.912067,0.357554
0.049597,0.900520,0.380371
0.031207,0.869157,0.334808
1.000000,1.000000,0.000003
0.054444,0.896487,0.163133
0.033685,0.767471,0.295858
0.021943,0.530424,0.439090
0.021061,0.384197,0.512393
0.093884,0.925431,0.041622
0.061474,0.830817,0.125659
0.053396,0.775079,0.180439
0.041145,0.587094,0.336231
0.032367,0.354233,0.563108
0.067377,0.876007,0.068413
0.064070,0.862067,0.092770
0.056806,0.821194,0.106522
0.037933,0.631749,0.291002
0.032118,0.507440,0.426556
0.066495,0.864074,0.065680
0.048629,0.779809,0.103777
0.041719,0.717802,0.144768
0.035095,0.629273,0.194757
0.028575,0.493417,0.272997
0.109002,0.938163,0.016746
0.051322,0.790259,0.096951
0.039473,0.684731,0.164476
0.031775,0.558849,0.233494
0.028352,0.479495,0.289509
0.426240,0.982713,0.015475
0.332169,0.919979,0.071795
0.291656,0.845168,0.117075
0.250910,0.726353,0.208928
0.227497,0.630705,0.266736
0.156243,0.981803,0.009309
0.081664,0.925058,0.048181
0.063925,0.872263,0.089093
0.050965,0.796859,0.151079
0.039059,0.660110,0.215709
0.047522,0.756011,0.171106
0.035849,0.621245,0.267106
0.033670,0.554276,0.319445
0.028674,0.433858,0.480276
0.026009,0.355705,0.598887
0.029017,0.987557,0.012019
0.022427,0.957160,0.031639
0.018595,0.867173,0.083312
0.012570,0.697685,0.178647
0.026804,0.450299,0.315345
0.112767,0.996251,0.004508
0.028706,0.984133,0.015644
0.025328,0.930946,0.050945
0.018034,0.680776,0.156362
0.014983,0.125434,0.525658
0.031660,0.972659,0.045082
0.054923,0.992638,0.017328
1.000000,1.000000,0.000003
0.023917,0.853397,0.065348
0.020050,0.688767,0.149399
0.042006,0.953658,0.044738
0.040667,0.927408,0.072140
0.036863,0.821444,0.166036
0.025521,0.517451,0.460776
0.027446,0.306440,0.640029
0.246254,0.973118,0.037284
0.213647,0.953639,0.058516
0.186685,0.927694,0.088745
0.167187,0.901005,0.114862
0.154594,0.877686,0.147717
0.076485,0.745228,0.093367
0.069862,0.685084,0.106726
0.073570,0.699504,0.120596
0.065788,0.662758,0.121224
0.046168,0.384249,0.340327
0.070516,0.940318,0.029965
0.043832,0.912843,0.050228
0.042645,0.883192,0.066895
0.035933,0.823404,0.093470
0.028976,0.779623,0.136476
0.286681,0.987221,0.042359
0.249854,0.974778,0.109936
0.224073,0.963043,0.128812
0.212973,0.953319,0.145810
0.194390,0.939539,0.163382
0.041217,0.818977,0.158119
0.029267,0.644539,0.246744
0.025640,0.530404,0.314805
0.022343,0.364844,0.431978
0.021258,0.261322,0.542880
0.030898,0.668217,0.198789
0.025465,0.810515,0.123148
0.017719,0.942018,0.058429
0.017719,0.958207,0.062358
0.027402,0.849196,0.175101
1.000000,1.000000,0.000003
0.141051,0.981485,0.032325
0.089990,0.863742,0.154740
0.061617,0.709691,0.356762
0.039963,0.454144,0.602142
0.110726,0.935331,0.073600
0.083021,0.816873,0.192464
0.057651,0.650602,0.394522
0.046620,0.525260,0.493503
0.040865,0.435166,0.572458
1.000000,1.000000,0.000003
0.130180,0.966586,0.052185
0.095492,0.878358,0.134229
0.080541,0.792299,0.238583
0.062470,0.687483,0.330166
0.149060,0.972146,0.086388
0.056988,0.915407,0.243862
0.035131,0.797450,0.408276
0.029399,0.709246,0.472184
0.029578,0.593263,0.502298
0.195096,0.984811,0.028992
0.174519,0.961360,0.142896
0.159636,0.946444,0.231273
0.155889,0.943372,0.264771
0.151373,0.942366,0.313010
0.068050,0.820157,0.058616
0.060574,0.789104,0.068955
0.047145,0.724587,0.081170
0.038667,0.602388,0.117191
0.033637,0.567911,0.251629
0.101183,0.961871,0.169079
0.083501,0.944679,0.265233
0.077809,0.935420,0.302280
0.074093,0.926399,0.320099
0.020066,0.836409,0.324685
1.000000,1.000000,0.000003
0.085798,0.945843,0.117695
0.057353,0.884270,0.206741
0.035463,0.680536,0.365219
0.032060,0.516956,0.445720
0.130111,0.942957,0.028083
0.083046,0.846187,0.115331
0.070746,0.807654,0.177253
0.052530,0.696633,0.311050
0.038350,0.531776,0.537915
0.086959,0.884300,0.057239
0.083360,0.872121,0.072470
0.073962,0.837116,0.107816
0.047551,0.699418,0.300332
0.039292,0.627428,0.438633
0.066998,0.782802,0.068742
0.049345,0.676433,0.120683
0.042432,0.607332,0.144472
0.035703,0.518352,0.195133
0.029343,0.399331,0.274929
0.109648,0.893933,0.025974
0.052044,0.692012,0.108662
0.040127,0.574639,0.165799
0.032279,0.455117,0.243278
0.029073,0.388079,0.303130
0.427250,0.975368,0.018274
0.338144,0.893316,0.074723
0.295012,0.800242,0.133590
0.255210,0.662342,0.200254
0.230930,0.547835,0.257594
0.131512,0.930627,0.009822
0.063380,0.782331,0.059385
0.050858,0.690045,0.105563
0.042534,0.590261,0.172041
0.032598,0.454798,0.264218
0.054478,0.801822,0.143732
0.037756,0.705964,0.228205
0.036144,0.632897,0.284286
0.028908,0.487876,0.419518
0.026717,0.380380,0.516499
0.020604,0.990561,0.007949
0.023183,0.967823,0.027545
0.026484,0.894285,0.077590
0.009424,0.740905,0.187748
0.028123,0.483323,0.358696
0.106362,0.997418,0.003956
0.020604,0.988875,0.014162
0.027042,0.953156,0.035928
0.022747,0.782681,0.108870
0.014119,0.322790,0.347353
0.029460,0.966865,0.032031
0.031299,0.989885,0.010780
1.000000,1.000000,0.000003
0.027930,0.910268,0.034414
0.020664,0.807698,0.080843
0.065680,0.974787,0.035913
0.050950,0.936627,0.081415
0.036184,0.850555,0.169067
0.028047,0.682699,0.424339
0.034705,0.503010,0.624714
0.255115,0.973540,0.037460
0.214706,0.954351,0.080544
0.193886,0.936190,0.074099
0.177441,0.915730,0.122027
0.164347,0.894760,0.132946
0.092961,0.797426,0.079462
0.088842,0.763726,0.123537
0.093564,0.785722,0.111025
0.084590,0.760709,0.107934
0.064155,0.583251,0.328487
0.077926,0.939252,0.034808
0.058185,0.914673,0.059576
0.049066,0.886364,0.077543
0.038210,0.831501,0.111814
0.032241,0.751454,0.155408
0.287522,0.990008,0.064917
0.247089,0.976796,0.085702
0.224704,0.964728,0.125532
0.207359,0.958185,0.152524
0.196845,0.940646,0.141574
0.056057,0.858134,0.156218
0.040602,0.704384,0.251392
0.034599,0.593563,0.311920
0.027841,0.409224,0.422754
0.024437,0.281786,0.526330
0.034278,0.772127,0.116093
0.033772,0.874222,0.064622
0.037287,0.961356,0.029504
0.037287,0.969434,0.030212
0.033402,0.885047,0.096989
1.000000,1.000000,0.000003
0.138913,0.985295,0.022426
0.071436,0.868986,0.164793
0.050199,0.703882,0.410484
0.039879,0.510281,0.620231
0.107033,0.949451,0.058657
0.064771,0.822995,0.204622
0.046789,0.642856,0.444911
0.040992,0.548405,0.518494
0.039134,0.499357,0.580449
1.000000,1.000000,0.000003
0.134846,0.975500,0.041002
0.094063,0.901606,0.155405
0.078431,0.819670,0.267557
0.058194,0.673208,0.370382
0.173870,0.982941,0.069400
0.034973,0.811027,0.320449
0.025379,0.633781,0.422591
0.022209,0.575392,0.453512
0.020785,0.472088,0.511716
0.183953,0.968244,0.058192
0.174143,0.950605,0.149886
0.168035,0.952202,0.214580
0.161947,0.947932,0.249063
0.157628,0.946939,0.276902
0.052758,0.755499,0.111706
0.050839,0.726124,0.145471
0.040644,0.654327,0.177773
0.034268,0.565303,0.266198
0.031626,0.563026,0.331989
0.063099,0.968292,0.159354
0.055695,0.949244,0.231212
0.056554,0.938771,0.259856
0.054764,0.928217,0.277137
0.026910,0.891548,0.305351
1.000000,1.000000,0.000003
0.052926,0.937052,0.154158
0.037094,0.798156,0.275130
0.028859,0.597732,0.422182
0.025814,0.475655,0.498516
0.196085,0.977021,0.019976
0.118847,0.933183,0.100088
0.094642,0.897323,0.181978
0.059752,0.767530,0.383189
0.040951,0.554457,0.538355
0.102207,0.920205,0.067455
0.096304,0.910476,0.092793
0.083770,0.881168,0.128418
0.047992,0.742563,0.379619
0.034220,0.656795,0.463738
0.065683,0.704067,0.162006
0.047995,0.582623,0.235631
0.041159,0.512776,0.287778
0.034369,0.426224,0.352626
0.028104,0.323547,0.432360
0.108549,0.847510,0.069889
0.051054,0.602234,0.220304
0.038937,0.484097,0.316505
0.030911,0.373206,0.395614
0.027799,0.314063,0.443180
0.424969,0.974340,0.054639
0.332370,0.883411,0.155217
0.289982,0.780638,0.230988
0.250389,0.621346,0.342745
0.225566,0.499808,0.410160
0.124090,0.884830,0.067164
0.061051,0.702230,0.177190
0.048480,0.605293,0.229242
0.039144,0.506515,0.298509
0.030653,0.375707,0.407292
0.066980,0.848930,0.181333
0.045603,0.740677,0.302761
0.039439,0.656311,0.387111
0.031902,0.480444,0.524318
0.027566,0.351141,0.629213
0.024443,0.991747,0.008832
0.022821,0.970983,0.024465
0.016284,0.902267,0.066497
0.011279,0.753383,0.165306
0.027458,0.573573,0.335048
0.108257,0.997461,0.004353
0.023891,0.989520,0.012421
0.024503,0.955888,0.038192
0.016357,0.793508,0.106880
0.013738,0.336080,0.308180
0.026176,0.968991,0.056279
0.035451,0.991736,0.015188
1.000000,1.000000,0.000003
0.028846,0.916159,0.050684
0.022371,0.811901,0.104605
0.072442,0.986427,0.029876
0.043442,0.963087,0.064134
0.035511,0.882205,0.204539
0.035185,0.733972,0.499830
0.031672,0.557884,0.704447
0.272444,0.982239,0.026400
0.226015,0.959518,0.080630
0.204689,0.947031,0.106614
0.187905,0.927423,0.110948
0.175567,0.905711,0.168995
0.132072,0.876922,0.088373
0.116202,0.840739,0.105652
0.118136,0.837414,0.126945
0.110144,0.808317,0.124649
0.083353,0.661027,0.321153
0.073740,0.934935,0.071833
0.045997,0.905945,0.108295
0.040740,0.872592,0.151559
0.035299,0.824838,0.187615
0.027541,0.763171,0.230766
0.290926,0.987907,0.070608
0.246449,0.978084,0.078159
0.234291,0.972345,0.093948
0.209756,0.952405,0.189551
0.193388,0.945823,0.230461
0.065747,0.857710,0.166231
0.051305,0.719668,0.250027
0.044778,0.626663,0.305539
0.036634,0.473565,0.392510
0.030199,0.343714,0.475462
0.029398,0.787741,0.153635
0.024966,0.888579,0.102225
0.020675,0.966316,0.052554
0.020675,0.974572,0.052532
0.026550,0.907082,0.145832
1.000000,1.000000,0.000003
0.151564,0.987894,0.027071
0.101926,0.902216,0.136392
0.084371,0.775916,0.352437
0.062945,0.610446,0.589430
0.118637,0.957232,0.060426
0.096439,0.866130,0.179036
0.080987,0.727142,0.385205
0.072567,0.649123,0.482571
0.065357,0.601131,0.558408
1.000000,1.000000,0.000003
0.137983,0.976476,0.050280
0.108656,0.920351,0.150113
0.093532,0.834461,0.201959
0.083304,0.766595,0.365129
0.149043,0.938712,0.078487
0.047522,0.679615,0.272417
0.034144,0.569149,0.408228
0.031663,0.527655,0.457575
0.029587,0.466257,0.510624
0.188246,0.978438,0.053276
0.179558,0.968065,0.110662
0.171345,0.957624,0.192254
0.170305,0.959899,0.195163
0.165523,0.955981,0.261814
0.070628,0.715488,0.076520
0.065980,0.684957,0.091491
0.057138,0.643770,0.116991
0.047296,0.560229,0.235399
0.036551,0.419134,0.346683
0.062061,0.833472,0.315155
0.056515,0.801486,0.427894
0.056212,0.787078,0.471889
0.053895,0.773545,0.501276
0.022755,0.732294,0.495714
1.000000,1.000000,0.000003
0.063683,0.749243,0.163403
0.048179,0.669217,0.254352
0.034314,0.543848,0.377601
0.029879,0.467648,0.445755
0.165164,0.960721,0.036984
0.103106,0.901523,0.114179
0.088354,0.865739,0.176981
0.067690,0.753455,0.342297
0.048263,0.590520,0.550295
0.093071,0.882968,0.064636
0.089230,0.870985,0.080174
0.079612,0.833263,0.125405
0.046921,0.656664,0.410933
0.033697,0.540104,0.590268
0.067551,0.686857,0.112027
0.050071,0.555865,0.162686
0.043011,0.478245,0.221323
0.036328,0.383862,0.266694
0.029854,0.271508,0.367621
0.111145,0.838750,0.051531
0.053129,0.577556,0.155231
0.040958,0.447290,0.232129
0.033101,0.327804,0.318085
0.029715,0.263677,0.370574
0.426949,0.973904,0.063994
0.332600,0.881804,0.141681
0.292261,0.782554,0.211757
0.251212,0.620580,0.294754
0.226869,0.499287,0.347704
0.175184,0.971148,0.008007
0.101125,0.889197,0.049199
0.079062,0.818574,0.088382
0.061972,0.724646,0.154253
0.046861,0.572962,0.265035
0.064911,0.786835,0.200462
0.048131,0.673272,0.316983
0.039980,0.591596,0.360770
0.030940,0.443423,0.487835
0.029739,0.330865,0.586028
0.039415,0.954022,0.012032
0.018205,0.906524,0.028288
0.016963,0.803778,0.073870
0.014467,0.642395,0.153333
0.023277,0.447308,0.278263
0.125293,0.995776,0.005999
0.042101,0.982611,0.020869
0.028642,0.924347,0.058720
0.018548,0.638396,0.179779
0.018037,0.081121,0.566636
0.039893,0.975314,0.027936
0.074466,0.993079,0.010304
1.000000,1.000000,0.000003
0.030191,0.743570,0.067569
0.023440,0.539130,0.165497
0.100619,0.946750,0.019219
0.036479,0.886323,0.056145
0.021062,0.797969,0.121089
0.022073,0.674771,0.318935
0.025267,0.562291,0.492245
0.257236,0.979088,0.026473
0.220524,0.962382,0.038443
0.205842,0.952097,0.036900
0.190107,0.936719,0.084925
0.186214,0.937989,0.048494
0.112848,0.871604,0.052662
0.102704,0.837264,0.096830
0.107390,0.847278,0.098167
0.101440,0.837322,0.100126
0.079156,0.680948,0.284775
0.074372,0.889110,0.067989
0.045741,0.853480,0.104132
0.042623,0.790679,0.159479
0.037691,0.683308,0.145865
0.030328,0.643876,0.193777
0.291095,0.989056,0.064902
0.254757,0.978987,0.060368
0.227320,0.965292,0.124011
0.203986,0.952312,0.173051
0.194093,0.943349,0.230881
0.075970,0.877267,0.125257
0.058830,0.749870,0.212380
0.050478,0.653680,0.278625
0.038385,0.470590,0.410143
0.029667,0.293664,0.527511
0.032098,0.533419,0.196826
0.026872,0.726569,0.122806
0.013009,0.919108,0.058954
0.013009,0.952980,0.066668
0.030602,0.852499,0.168214
1.000000,1.000000,0.000003
0.151033,0.989735,0.019139
0.087945,0.909550,0.113788
0.057974,0.727875,0.301195
0.035548,0.372109,0.595627
0.113674,0.964407,0.047207
0.080580,0.873519,0.141871
0.052696,0.644386,0.354264
0.041605,0.444561,0.478983
0.035521,0.329357,0.564503
1.000000,1.000000,0.000003
0.129945,0.979448,0.030592
0.091910,0.919283,0.105128
0.072327,0.830278,0.196491
0.054934,0.680324,0.378342
0.104883,0.950044,0.102471
0.023198,0.513095,0.478239
0.018787,0.281894,0.665846
0.019692,0.246596,0.710640
0.019303,0.217025,0.746405
0.170271,0.972181,0.029107
0.155473,0.950047,0.090551
0.146985,0.940785,0.150011
0.144166,0.944297,0.162853
0.142788,0.943836,0.177224
0.049422,0.723483,0.074475
0.040400,0.688627,0.103671
0.039056,0.663867,0.136208
0.031884,0.540504,0.220177
0.027235,0.421482,0.314713
0.047319,0.889114,0.286909
0.043833,0.846135,0.448814
0.044265,0.825467,0.515297
0.043281,0.805682,0.566899
0.022406,0.740988,0.557040
1.000000,1.000000,0.000003
0.032793,0.709620,0.265347
0.022758,0.487979,0.441745
0.019800,0.268860,0.607850
0.019319,0.226265,0.657564
0.119495,0.955672,0.031073
0.074994,0.892130,0.077035
0.062667,0.848357,0.128256
